Log Producao Fabrica: Veiculo[id=1, cor=Vermelho, tipo=SUV, estacao=1, funcionario=2, pos=0]
Log Producao Fabrica: Veiculo[id=441, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0]
Log Venda Fabrica: Veiculo[id=441, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 2 (pos=28)
Log Producao Fabrica: Veiculo[id=442, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1]
Log Venda Fabrica: Veiculo[id=442, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 3 (pos=21)
Log Producao Fabrica: Veiculo[id=443, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2]
Log Venda Fabrica: Veiculo[id=443, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 1 (pos=31)
Log Producao Fabrica: Veiculo[id=444, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3]
Log Producao Fabrica: Veiculo[id=445, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4]
Log Venda Fabrica: Veiculo[id=445, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 3 (pos=22)
Log Venda Fabrica: Veiculo[id=444, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 2 (pos=29)
Log Venda Fabrica: Veiculo[id=446, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 1 (pos=32)
Log Producao Fabrica: Veiculo[id=446, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5]
Log Producao Fabrica: Veiculo[id=447, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6]
Log Venda Fabrica: Veiculo[id=447, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 3 (pos=23)
Log Producao Fabrica: Veiculo[id=448, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7]
Log Venda Fabrica: Veiculo[id=448, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=30)
Log Producao Fabrica: Veiculo[id=449, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8]
Log Venda Fabrica: Veiculo[id=449, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 1 (pos=33)
Log Producao Fabrica: Veiculo[id=450, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9]
Log Venda Fabrica: Veiculo[id=450, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 3 (pos=24)
Log Producao Fabrica: Veiculo[id=451, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10]
Log Venda Fabrica: Veiculo[id=451, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=31)
Log Producao Fabrica: Veiculo[id=452, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11]
Log Venda Fabrica: Veiculo[id=452, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 1 (pos=34)
Log Producao Fabrica: Veiculo[id=453, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12]
Log Venda Fabrica: Veiculo[id=453, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 3 (pos=25)
Log Producao Fabrica: Veiculo[id=454, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13]
Log Producao Fabrica: Veiculo[id=455, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14]
Log Venda Fabrica: Veiculo[id=454, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 2 (pos=32)
Log Venda Fabrica: Veiculo[id=455, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 1 (pos=35)
Log Venda Fabrica: Veiculo[id=456, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 3 (pos=26)
Log Producao Fabrica: Veiculo[id=456, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15]
Log Producao Fabrica: Veiculo[id=457, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16]
Log Venda Fabrica: Veiculo[id=457, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 2 (pos=33)
Log Producao Fabrica: Veiculo[id=458, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17]
Log Venda Fabrica: Veiculo[id=458, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 1 (pos=36)
Log Producao Fabrica: Veiculo[id=459, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=18]
Log Venda Fabrica: Veiculo[id=459, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 3 (pos=27)
Log Producao Fabrica: Veiculo[id=460, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=19]
Log Venda Fabrica: Veiculo[id=460, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Loja 2 (pos=34)
Log Producao Fabrica: Veiculo[id=461, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20]
Log Venda Fabrica: Veiculo[id=461, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 1 (pos=37)
Log Producao Fabrica: Veiculo[id=462, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21]
Log Venda Fabrica: Veiculo[id=462, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 3 (pos=28)
Log Producao Fabrica: Veiculo[id=463, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22]
Log Venda Fabrica: Veiculo[id=463, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 2 (pos=35)
Log Producao Fabrica: Veiculo[id=464, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23]
Log Venda Fabrica: Veiculo[id=464, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 1 (pos=38)
Log Producao Fabrica: Veiculo[id=465, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24]
Log Venda Fabrica: Veiculo[id=465, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 3 (pos=29)
Log Producao Fabrica: Veiculo[id=466, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25]
Log Venda Fabrica: Veiculo[id=466, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 2 (pos=36)
Log Producao Fabrica: Veiculo[id=467, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26]
Log Venda Fabrica: Veiculo[id=467, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 1 (pos=39)
Log Producao Fabrica: Veiculo[id=468, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27]
Log Venda Fabrica: Veiculo[id=468, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 3 (pos=30)
Log Producao Fabrica: Veiculo[id=469, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28]
Log Venda Fabrica: Veiculo[id=469, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 2 (pos=37)
Log Producao Fabrica: Veiculo[id=470, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29]
Log Venda Fabrica: Veiculo[id=470, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 1 (pos=0)
Log Producao Fabrica: Veiculo[id=471, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30]
Log Venda Fabrica: Veiculo[id=471, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 3 (pos=31)
Log Producao Fabrica: Veiculo[id=472, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31]
Log Venda Fabrica: Veiculo[id=472, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 2 (pos=38)
Log Producao Fabrica: Veiculo[id=473, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32]
Log Venda Fabrica: Veiculo[id=473, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 1 (pos=1)
Log Producao Fabrica: Veiculo[id=475, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=34]
Log Venda Fabrica: Veiculo[id=475, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 2 (pos=39)
Log Venda Fabrica: Veiculo[id=474, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 3 (pos=32)
Log Producao Fabrica: Veiculo[id=474, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33]
Log Producao Fabrica: Veiculo[id=476, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35]
Log Venda Fabrica: Veiculo[id=476, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 1 (pos=2)
Log Producao Fabrica: Veiculo[id=477, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=36]
Log Venda Fabrica: Veiculo[id=477, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 2 (pos=0)
Log Producao Fabrica: Veiculo[id=478, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37]
Log Venda Fabrica: Veiculo[id=478, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 3 (pos=33)
Log Producao Fabrica: Veiculo[id=479, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38]
Log Venda Fabrica: Veiculo[id=479, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 1 (pos=3)
Log Venda Fabrica: Veiculo[id=480, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 2 (pos=1)
Log Producao Fabrica: Veiculo[id=480, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=39]
Log Producao Fabrica: Veiculo[id=481, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0]
Log Venda Fabrica: Veiculo[id=481, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 3 (pos=34)
Log Producao Fabrica: Veiculo[id=482, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1]
Log Venda Fabrica: Veiculo[id=482, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 1 (pos=4)
Log Producao Fabrica: Veiculo[id=483, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2]
Log Venda Fabrica: Veiculo[id=483, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 2 (pos=2)
Log Producao Fabrica: Veiculo[id=484, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3]
Log Venda Fabrica: Veiculo[id=484, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 3 (pos=35)
Log Venda Fabrica: Veiculo[id=485, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 1 (pos=5)
Log Producao Fabrica: Veiculo[id=485, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4]
Log Producao Fabrica: Veiculo[id=486, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5]
Log Venda Fabrica: Veiculo[id=486, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 2 (pos=3)
Log Producao Fabrica: Veiculo[id=487, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6]
Log Venda Fabrica: Veiculo[id=487, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 3 (pos=36)
Log Venda Fabrica: Veiculo[id=488, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 1 (pos=6)
Log Producao Fabrica: Veiculo[id=488, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7]
Log Producao Fabrica: Veiculo[id=489, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8]
Log Venda Fabrica: Veiculo[id=489, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 2 (pos=4)
Log Producao Fabrica: Veiculo[id=490, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9]
Log Venda Fabrica: Veiculo[id=490, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 3 (pos=37)
Log Producao Fabrica: Veiculo[id=491, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10]
Log Venda Fabrica: Veiculo[id=491, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 1 (pos=7)
Log Producao Fabrica: Veiculo[id=492, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11]
Log Venda Fabrica: Veiculo[id=492, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 2 (pos=5)
Log Producao Fabrica: Veiculo[id=493, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12]
Log Venda Fabrica: Veiculo[id=493, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 3 (pos=38)
Log Producao Fabrica: Veiculo[id=494, cor=Verde, tipo=Sedan, estacao=4, funcionario=3, pos=13]
Log Producao Fabrica: Veiculo[id=495, cor=Azul, tipo=SUV, estacao=3, funcionario=5, pos=14]
Log Venda Fabrica: Veiculo[id=495, cor=Azul, tipo=SUV, estacao=3, funcionario=5, pos=14] -> Loja 2 (pos=6)
Log Venda Fabrica: Veiculo[id=494, cor=Verde, tipo=Sedan, estacao=4, funcionario=3, pos=13] -> Loja 1 (pos=8)
Log Producao Fabrica: Veiculo[id=496, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15]
Log Venda Fabrica: Veiculo[id=496, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 3 (pos=39)
Log Venda Fabrica: Veiculo[id=497, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 2 (pos=7)
Log Producao Fabrica: Veiculo[id=497, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16]
Log Producao Fabrica: Veiculo[id=498, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17]
Log Venda Fabrica: Veiculo[id=498, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 1 (pos=9)
Log Producao Fabrica: Veiculo[id=499, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18]
Log Venda Fabrica: Veiculo[id=499, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 3 (pos=0)
