Log Venda Loja: Veiculo[id=3, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=2] -> Cliente 4 (Loja 3)
Log Venda Loja: Veiculo[id=311, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Cliente 18 (Loja 2)
Log Venda Loja: Veiculo[id=428, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Cliente 10 (Loja 3)
Log Recebimento Loja: Veiculo[id=428, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 3 (pos=17)
Log Venda Loja: Veiculo[id=368, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Cliente 13 (Loja 1)
Log Recebimento Loja: Veiculo[id=429, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 2 (pos=24)
Log Recebimento Loja: Veiculo[id=430, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 1 (pos=26)
Log Venda Loja: Veiculo[id=314, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Cliente 6 (Loja 2)
Log Venda Loja: Veiculo[id=431, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Cliente 4 (Loja 3)
Log Recebimento Loja: Veiculo[id=431, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 3 (pos=18)
Log Recebimento Loja: Veiculo[id=432, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 2 (pos=25)
Log Recebimento Loja: Veiculo[id=433, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 1 (pos=27)
Log Venda Loja: Veiculo[id=371, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Cliente 19 (Loja 1)
Log Venda Loja: Veiculo[id=434, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Cliente 11 (Loja 3)
Log Recebimento Loja: Veiculo[id=434, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 3 (pos=19)
Log Recebimento Loja: Veiculo[id=435, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 2 (pos=26)
Log Venda Loja: Veiculo[id=317, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Cliente 15 (Loja 2)
Log Venda Loja: Veiculo[id=374, cor=Verde, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Cliente 3 (Loja 1)
Log Recebimento Loja: Veiculo[id=436, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 1 (pos=28)
Log Venda Loja: Veiculo[id=437, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Cliente 1 (Loja 3)
Log Recebimento Loja: Veiculo[id=437, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 3 (pos=20)
Log Recebimento Loja: Veiculo[id=438, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 2 (pos=27)
Log Venda Loja: Veiculo[id=377, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Cliente 2 (Loja 1)
Log Recebimento Loja: Veiculo[id=439, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 1 (pos=29)
Log Venda Loja: Veiculo[id=380, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Cliente 17 (Loja 1)
Log Recebimento Loja: Veiculo[id=440, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 1 (pos=30)
Log Venda Loja: Veiculo[id=319, cor=Vermelho, tipo=SUV, estacao=1, funcionario=5, pos=38] -> Cliente 14 (Loja 2)
Log Recebimento Loja: Veiculo[id=441, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 2 (pos=28)
Log Venda Loja: Veiculo[id=383, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Cliente 7 (Loja 1)
Log Venda Loja: Veiculo[id=386, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Cliente 12 (Loja 1)
Log Venda Loja: Veiculo[id=442, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Cliente 20 (Loja 3)
Log Venda Loja: Veiculo[id=389, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Cliente 16 (Loja 1)
Log Recebimento Loja: Veiculo[id=442, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 3 (pos=21)
Log Recebimento Loja: Veiculo[id=443, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 1 (pos=31)
Log Recebimento Loja: Veiculo[id=445, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 3 (pos=22)
Log Recebimento Loja: Veiculo[id=444, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 2 (pos=29)
Log Venda Loja: Veiculo[id=322, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Cliente 5 (Loja 2)
Log Recebimento Loja: Veiculo[id=446, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 1 (pos=32)
Log Venda Loja: Veiculo[id=325, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Cliente 9 (Loja 2)
Log Recebimento Loja: Veiculo[id=447, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 3 (pos=23)
Log Venda Loja: Veiculo[id=328, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Cliente 8 (Loja 2)
Log Venda Loja: Veiculo[id=331, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Cliente 18 (Loja 2)
Log Venda Loja: Veiculo[id=392, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Cliente 10 (Loja 1)
Log Recebimento Loja: Veiculo[id=448, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 2 (pos=30)
Log Venda Loja: Veiculo[id=334, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Cliente 13 (Loja 2)
Log Recebimento Loja: Veiculo[id=449, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 1 (pos=33)
Log Recebimento Loja: Veiculo[id=450, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 3 (pos=24)
Log Venda Loja: Veiculo[id=393, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Cliente 6 (Loja 1)
Log Recebimento Loja: Veiculo[id=451, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 2 (pos=31)
Log Venda Loja: Veiculo[id=445, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Cliente 4 (Loja 3)
Log Recebimento Loja: Veiculo[id=452, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 1 (pos=34)
Log Recebimento Loja: Veiculo[id=453, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 3 (pos=25)
Log Venda Loja: Veiculo[id=447, cor=Azul, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Cliente 19 (Loja 3)
Log Recebimento Loja: Veiculo[id=454, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Loja 2 (pos=32)
Log Venda Loja: Veiculo[id=450, cor=Azul, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Cliente 11 (Loja 3)
Log Recebimento Loja: Veiculo[id=455, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Loja 1 (pos=35)
Log Venda Loja: Veiculo[id=340, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=3, pos=19] -> Cliente 3 (Loja 2)
Log Venda Loja: Veiculo[id=337, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Cliente 15 (Loja 2)
Log Recebimento Loja: Veiculo[id=456, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 3 (pos=26)
Log Recebimento Loja: Veiculo[id=457, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 2 (pos=33)
Log Venda Loja: Veiculo[id=396, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Cliente 1 (Loja 1)
Log Recebimento Loja: Veiculo[id=458, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 1 (pos=36)
Log Recebimento Loja: Veiculo[id=459, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 3 (pos=27)
Log Venda Loja: Veiculo[id=453, cor=Azul, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Cliente 2 (Loja 3)
Log Recebimento Loja: Veiculo[id=460, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Loja 2 (pos=34)
Log Venda Loja: Veiculo[id=456, cor=Azul, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Cliente 17 (Loja 3)
Log Venda Loja: Veiculo[id=343, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Cliente 14 (Loja 2)
Log Recebimento Loja: Veiculo[id=461, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Loja 1 (pos=37)
Log Venda Loja: Veiculo[id=346, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Cliente 7 (Loja 2)
Log Recebimento Loja: Veiculo[id=462, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Loja 3 (pos=28)
Log Venda Loja: Veiculo[id=349, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Cliente 12 (Loja 2)
Log Venda Loja: Veiculo[id=352, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Cliente 16 (Loja 2)
Log Venda Loja: Veiculo[id=459, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Cliente 20 (Loja 3)
Log Recebimento Loja: Veiculo[id=463, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Loja 2 (pos=35)
Log Recebimento Loja: Veiculo[id=464, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Loja 1 (pos=38)
Log Recebimento Loja: Veiculo[id=465, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Loja 3 (pos=29)
Log Venda Loja: Veiculo[id=355, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Cliente 5 (Loja 2)
Log Recebimento Loja: Veiculo[id=466, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Loja 2 (pos=36)
Log Venda Loja: Veiculo[id=399, cor=Azul, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Cliente 9 (Loja 1)
Log Recebimento Loja: Veiculo[id=467, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Loja 1 (pos=39)
Log Venda Loja: Veiculo[id=462, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Cliente 8 (Loja 3)
Log Venda Loja: Veiculo[id=358, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Cliente 18 (Loja 2)
Log Recebimento Loja: Veiculo[id=468, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Loja 3 (pos=30)
Log Venda Loja: Veiculo[id=400, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Cliente 10 (Loja 1)
Log Venda Loja: Veiculo[id=403, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Cliente 13 (Loja 1)
Log Recebimento Loja: Veiculo[id=469, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Loja 2 (pos=37)
Log Recebimento Loja: Veiculo[id=470, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Loja 1 (pos=0)
Log Venda Loja: Veiculo[id=406, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Cliente 6 (Loja 1)
Log Recebimento Loja: Veiculo[id=471, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Loja 3 (pos=31)
Log Venda Loja: Veiculo[id=465, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Cliente 4 (Loja 3)
Log Recebimento Loja: Veiculo[id=472, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Loja 2 (pos=38)
Log Recebimento Loja: Veiculo[id=473, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Loja 1 (pos=1)
Log Venda Loja: Veiculo[id=409, cor=Vermelho, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Cliente 19 (Loja 1)
Log Recebimento Loja: Veiculo[id=475, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Loja 2 (pos=39)
Log Recebimento Loja: Veiculo[id=474, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Loja 3 (pos=32)
Log Venda Loja: Veiculo[id=412, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Cliente 11 (Loja 1)
Log Venda Loja: Veiculo[id=415, cor=Vermelho, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Cliente 3 (Loja 1)
Log Recebimento Loja: Veiculo[id=476, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Loja 1 (pos=2)
Log Venda Loja: Veiculo[id=361, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Cliente 15 (Loja 2)
Log Venda Loja: Veiculo[id=364, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Cliente 1 (Loja 2)
Log Recebimento Loja: Veiculo[id=477, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Loja 2 (pos=0)
Log Recebimento Loja: Veiculo[id=478, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Loja 3 (pos=33)
Log Recebimento Loja: Veiculo[id=479, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Loja 1 (pos=3)
Log Recebimento Loja: Veiculo[id=480, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Loja 2 (pos=1)
Log Venda Loja: Veiculo[id=468, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Cliente 2 (Loja 3)
Log Venda Loja: Veiculo[id=418, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Cliente 14 (Loja 1)
Log Venda Loja: Veiculo[id=471, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Cliente 17 (Loja 3)
Log Recebimento Loja: Veiculo[id=481, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Loja 3 (pos=34)
Log Venda Loja: Veiculo[id=474, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Cliente 7 (Loja 3)
Log Recebimento Loja: Veiculo[id=482, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Loja 1 (pos=4)
Log Venda Loja: Veiculo[id=367, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Cliente 12 (Loja 2)
Log Venda Loja: Veiculo[id=478, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Cliente 16 (Loja 3)
Log Venda Loja: Veiculo[id=481, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Cliente 20 (Loja 3)
Log Recebimento Loja: Veiculo[id=483, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Loja 2 (pos=2)
Log Recebimento Loja: Veiculo[id=484, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Loja 3 (pos=35)
Log Recebimento Loja: Veiculo[id=485, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Loja 1 (pos=5)
Log Venda Loja: Veiculo[id=421, cor=Vermelho, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Cliente 5 (Loja 1)
Log Recebimento Loja: Veiculo[id=486, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Loja 2 (pos=3)
Log Venda Loja: Veiculo[id=484, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Cliente 9 (Loja 3)
Log Recebimento Loja: Veiculo[id=487, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Loja 3 (pos=36)
Log Venda Loja: Veiculo[id=424, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Cliente 8 (Loja 1)
Log Venda Loja: Veiculo[id=370, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Cliente 18 (Loja 2)
Log Recebimento Loja: Veiculo[id=488, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Loja 1 (pos=6)
Log Venda Loja: Veiculo[id=373, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Cliente 13 (Loja 2)
Log Venda Loja: Veiculo[id=427, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Cliente 10 (Loja 1)
Log Recebimento Loja: Veiculo[id=489, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Loja 2 (pos=4)
Log Recebimento Loja: Veiculo[id=490, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Loja 3 (pos=37)
Log Venda Loja: Veiculo[id=430, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Cliente 6 (Loja 1)
Log Recebimento Loja: Veiculo[id=491, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Loja 1 (pos=7)
Log Venda Loja: Veiculo[id=487, cor=Vermelho, tipo=SUV, estacao=3, funcionario=1, pos=6] -> Cliente 4 (Loja 3)
Log Recebimento Loja: Veiculo[id=492, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Loja 2 (pos=5)
Log Recebimento Loja: Veiculo[id=493, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Loja 3 (pos=38)
Log Venda Loja: Veiculo[id=376, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Cliente 19 (Loja 2)
Log Venda Loja: Veiculo[id=379, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Cliente 11 (Loja 2)
Log Recebimento Loja: Veiculo[id=494, cor=Verde, tipo=Sedan, estacao=4, funcionario=3, pos=13] -> Loja 1 (pos=8)
Log Recebimento Loja: Veiculo[id=495, cor=Azul, tipo=SUV, estacao=3, funcionario=5, pos=14] -> Loja 2 (pos=6)
Log Venda Loja: Veiculo[id=382, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=2, pos=21] -> Cliente 3 (Loja 2)
Log Recebimento Loja: Veiculo[id=496, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Loja 3 (pos=39)
Log Venda Loja: Veiculo[id=385, cor=Vermelho, tipo=SUV, estacao=2, funcionario=1, pos=24] -> Cliente 15 (Loja 2)
Log Venda Loja: Veiculo[id=490, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=5, pos=9] -> Cliente 1 (Loja 3)
Log Recebimento Loja: Veiculo[id=497, cor=Verde, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Loja 2 (pos=7)
Log Recebimento Loja: Veiculo[id=498, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Loja 1 (pos=9)
Log Recebimento Loja: Veiculo[id=499, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Loja 3 (pos=0)
Log Venda Loja: Veiculo[id=388, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=27] -> Cliente 2 (Loja 2)
Log Venda Loja: Veiculo[id=433, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Cliente 14 (Loja 1)
Log Venda Loja: Veiculo[id=493, cor=Vermelho, tipo=SUV, estacao=1, funcionario=4, pos=12] -> Cliente 17 (Loja 3)
Log Venda Loja: Veiculo[id=391, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=30] -> Cliente 7 (Loja 2)
Log Venda Loja: Veiculo[id=436, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Cliente 12 (Loja 1)
Log Venda Loja: Veiculo[id=496, cor=Vermelho, tipo=Sedan, estacao=2, funcionario=2, pos=15] -> Cliente 16 (Loja 3)
Log Venda Loja: Veiculo[id=394, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=33] -> Cliente 20 (Loja 2)
Log Venda Loja: Veiculo[id=439, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Cliente 5 (Loja 1)
Log Venda Loja: Veiculo[id=397, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=36] -> Cliente 9 (Loja 2)
Log Venda Loja: Veiculo[id=402, cor=Azul, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Cliente 8 (Loja 2)
Log Venda Loja: Veiculo[id=499, cor=Vermelho, tipo=SUV, estacao=1, funcionario=3, pos=18] -> Cliente 18 (Loja 3)
Log Venda Loja: Veiculo[id=405, cor=Azul, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Cliente 10 (Loja 2)
Log Venda Loja: Veiculo[id=408, cor=Azul, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Cliente 6 (Loja 2)
Log Venda Loja: Veiculo[id=440, cor=Verde, tipo=Sedan, estacao=1, funcionario=5, pos=39] -> Cliente 3 (Loja 1)
Log Venda Loja: Veiculo[id=443, cor=Verde, tipo=SUV, estacao=4, funcionario=4, pos=2] -> Cliente 1 (Loja 1)
Log Venda Loja: Veiculo[id=446, cor=Verde, tipo=Sedan, estacao=2, funcionario=4, pos=5] -> Cliente 2 (Loja 1)
Log Venda Loja: Veiculo[id=449, cor=Verde, tipo=SUV, estacao=4, funcionario=2, pos=8] -> Cliente 17 (Loja 1)
Log Venda Loja: Veiculo[id=452, cor=Verde, tipo=Sedan, estacao=3, funcionario=2, pos=11] -> Cliente 7 (Loja 1)
Log Venda Loja: Veiculo[id=455, cor=Verde, tipo=SUV, estacao=4, funcionario=3, pos=14] -> Cliente 12 (Loja 1)
Log Venda Loja: Veiculo[id=411, cor=Azul, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Cliente 20 (Loja 2)
Log Venda Loja: Veiculo[id=414, cor=Azul, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Cliente 5 (Loja 2)
Log Venda Loja: Veiculo[id=417, cor=Azul, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Cliente 9 (Loja 2)
Log Venda Loja: Veiculo[id=458, cor=Verde, tipo=Sedan, estacao=3, funcionario=3, pos=17] -> Cliente 10 (Loja 1)
Log Venda Loja: Veiculo[id=461, cor=Verde, tipo=SUV, estacao=1, funcionario=1, pos=20] -> Cliente 6 (Loja 1)
Log Venda Loja: Veiculo[id=464, cor=Verde, tipo=Sedan, estacao=4, funcionario=1, pos=23] -> Cliente 3 (Loja 1)
Log Venda Loja: Veiculo[id=420, cor=Azul, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Cliente 2 (Loja 2)
Log Venda Loja: Veiculo[id=423, cor=Azul, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Cliente 17 (Loja 2)
Log Venda Loja: Veiculo[id=467, cor=Verde, tipo=SUV, estacao=3, funcionario=1, pos=26] -> Cliente 7 (Loja 1)
Log Venda Loja: Veiculo[id=426, cor=Azul, tipo=Sedan, estacao=2, funcionario=4, pos=25] -> Cliente 12 (Loja 2)
Log Venda Loja: Veiculo[id=429, cor=Azul, tipo=SUV, estacao=4, funcionario=2, pos=28] -> Cliente 10 (Loja 2)
Log Venda Loja: Veiculo[id=432, cor=Azul, tipo=Sedan, estacao=3, funcionario=2, pos=31] -> Cliente 6 (Loja 2)
Log Venda Loja: Veiculo[id=470, cor=Verde, tipo=Sedan, estacao=2, funcionario=5, pos=29] -> Cliente 3 (Loja 1)
Log Venda Loja: Veiculo[id=473, cor=Verde, tipo=SUV, estacao=1, funcionario=4, pos=32] -> Cliente 2 (Loja 1)
Log Venda Loja: Veiculo[id=435, cor=Azul, tipo=SUV, estacao=4, funcionario=3, pos=34] -> Cliente 17 (Loja 2)
Log Venda Loja: Veiculo[id=438, cor=Azul, tipo=Sedan, estacao=3, funcionario=3, pos=37] -> Cliente 7 (Loja 2)
Log Venda Loja: Veiculo[id=441, cor=Azul, tipo=SUV, estacao=1, funcionario=1, pos=0] -> Cliente 12 (Loja 2)
Log Venda Loja: Veiculo[id=444, cor=Azul, tipo=Sedan, estacao=4, funcionario=1, pos=3] -> Cliente 6 (Loja 2)
Log Venda Loja: Veiculo[id=448, cor=Vermelho, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Cliente 3 (Loja 2)
Log Venda Loja: Veiculo[id=476, cor=Verde, tipo=Sedan, estacao=2, funcionario=2, pos=35] -> Cliente 2 (Loja 1)
Log Venda Loja: Veiculo[id=451, cor=Vermelho, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Cliente 17 (Loja 2)
Log Venda Loja: Veiculo[id=454, cor=Vermelho, tipo=Sedan, estacao=3, funcionario=5, pos=13] -> Cliente 7 (Loja 2)
Log Venda Loja: Veiculo[id=479, cor=Verde, tipo=SUV, estacao=1, funcionario=3, pos=38] -> Cliente 3 (Loja 1)
Log Venda Loja: Veiculo[id=457, cor=Vermelho, tipo=SUV, estacao=2, funcionario=3, pos=16] -> Cliente 2 (Loja 2)
Log Venda Loja: Veiculo[id=482, cor=Verde, tipo=Sedan, estacao=1, funcionario=2, pos=1] -> Cliente 7 (Loja 1)
Log Venda Loja: Veiculo[id=485, cor=Verde, tipo=SUV, estacao=2, funcionario=1, pos=4] -> Cliente 3 (Loja 1)
Log Venda Loja: Veiculo[id=460, cor=Vermelho, tipo=Sedan, estacao=1, funcionario=5, pos=19] -> Cliente 2 (Loja 2)
Log Venda Loja: Veiculo[id=488, cor=Verde, tipo=Sedan, estacao=4, funcionario=5, pos=7] -> Cliente 7 (Loja 1)
Log Venda Loja: Veiculo[id=463, cor=Vermelho, tipo=SUV, estacao=4, funcionario=4, pos=22] -> Cliente 2 (Loja 2)
Log Venda Loja: Veiculo[id=491, cor=Verde, tipo=SUV, estacao=3, funcionario=4, pos=10] -> Cliente 7 (Loja 1)
